Gene ID	Gene Name	'COVID-19' vs 'normal' in 'colon'.p-value	'COVID-19' vs 'normal' in 'colon'.log2foldchange	'COVID-19' vs 'normal' in 'lung'.p-value	'COVID-19' vs 'normal' in 'lung'.log2foldchange
ENSG00000052850	ALX4	0.000674315774942437	-2.7	0.148014943714769	-1.4
ENSG00000053108	FSTL4	0.893916923190252	-0.2	0.212814365163517	-1.5
ENSG00000053254	FOXN3	0.084015458727155	0.6	0.950152803966121	0
ENSG00000053328	METTL24	0.457867949707497	-0.5	0.232531674132821	-1
ENSG00000053371	AKR7A2	0.0130291707349368	-1.6	0.817036813549069	0.2
ENSG00000053372	MRTO4	0.288544525508159	-0.7	0.0143906190092698	1.9
ENSG00000053438	NNAT	0.989364564813133	0	0.0990266337254115	-1.1
ENSG00000053501	USE1	0.553985360648165	0.6	0.813053973779683	0.3
ENSG00000053524	MCF2L2	0.0429669742844089	-1	0.992969528775773	0
ENSG00000053702	NRIP2	0.267186309955496	-1	0.376811123815174	-0.6
ENSG00000053747	LAMA3	0.777455577578415	-0.2	7.65520860585946e-09	-2.1
ENSG00000053770	AP5M1	0.622202419541891	0.1	0.254310673879509	0.4
ENSG00000053900	ANAPC4	0.91763659941416	-0.1	0.972481500859058	0
ENSG00000053918	KCNQ1	0.000133257387641016	-2.8	0.0498803245160002	-1.4
ENSG00000054116	TRAPPC3	0.327665471562174	0.6	0.112756271499035	0.8
ENSG00000054118	THRAP3	0.637664599369807	-0.2	0.943826887206574	0
ENSG00000054148	PHPT1	0.782337457501041	-0.2	0.0957185598176019	1.2
ENSG00000054179	ENTPD2	1.38381750474639e-06	-2.8	NA	0.5
ENSG00000054219	LY75	0.209736401339237	-0.8	0.407945076531472	0.5
ENSG00000054267	ARID4B	0.45298640850869	-0.1	0.424451303422039	0.2
ENSG00000054277	OPN3	0.831638092932889	-0.2	0.00515062604093324	-1.8
ENSG00000054282	SDCCAG8	0.244687481709076	0.5	0.910067052914546	0
ENSG00000054356	PTPRN	0.143005459648538	-1.5	0.221676826185108	1.9
ENSG00000054392	HHAT	0.077363406691311	-1.2	0.378715842385135	-0.6
ENSG00000054523	KIF1B	0.292170447372429	0.3	0.618208323888097	-0.2
ENSG00000054598	FOXC1	0.246857332885719	1	0.423012497361946	0.6
ENSG00000054611	TBC1D22A	0.00118893062385902	-1.4	0.111239567318386	-0.6
ENSG00000054654	SYNE2	0.98203188128122	0	0.225185829427874	-0.2
ENSG00000054690	PLEKHH1	0.784911393391703	-0.2	0.954308790463694	0.1
ENSG00000054793	ATP9A	0.935809894624083	0	0.549357987479599	-0.2
ENSG00000054796	SPO11	NA	0	NA	0.2
ENSG00000054803	CBLN4	NA	-1.1	1.37236299476773e-05	-4.3
ENSG00000054938	CHRDL2	0.165541431658215	1.4	0.445752410217447	0.9
ENSG00000054965	FAM168A	0.565047958576129	-0.3	0.139147444452296	-0.4
ENSG00000054967	RELT	0.0524584827956108	-1.4	0.900800737212965	0.1
ENSG00000054983	GALC	0.498272463283663	0.2	0.955407647966893	0
ENSG00000055044	NOP58	0.732705201650551	0.1	0.0591673484606406	0.7
ENSG00000055070	SZRD1	0.20598813059384	-0.5	0.756716584031597	-0.2
ENSG00000055118	KCNH2	0.972852663283125	0	0.632332682069445	0.6
ENSG00000055130	CUL1	0.0984862036891965	0.8	0.859106996619022	0.1
ENSG00000055147	FAM114A2	0.119358058484987	0.8	0.00134834127276903	0.9
ENSG00000055163	CYFIP2	0.815902532130613	-0.1	0.0137644620810651	-0.8
ENSG00000055208	TAB2	0.0010494504909205	0.9	0.477040490809569	0.2
ENSG00000055211	GINM1	2.63873616022306e-05	1	0.0542818220818728	0.6
ENSG00000055332	EIF2AK2	0.00461390858836212	0.8	0.856563325470742	0.1
ENSG00000055483	USP36	0.876713215539329	-0.1	0.809563246950203	-0.1
ENSG00000055609	KMT2C	0.925141221040693	0	0.0694652210612711	-0.4
ENSG00000055732	MCOLN3	0.625418112829041	-0.4	0.00194568406182435	-1.2
ENSG00000055813	CCDC85A	0.821447136213043	-0.3	0.176445156591367	-1.3
ENSG00000055917	PUM2	0.469411312889925	0.2	0.968000132151183	0
ENSG00000055950	MRPL43	0.509758048169762	-0.4	0.953079020054054	0.1
ENSG00000055955	ITIH4	0.252055452102186	-1.3	0.548586554283778	-0.8
ENSG00000055957	ITIH1	NA	-0.7	NA	-0.4
ENSG00000056050	HPF1	0.153160766851414	0.4	0.0183772595751946	1.1
ENSG00000056097	ZFR	0.0182288927183396	0.4	0.0591500416648822	0.4
ENSG00000056277	ZNF280C	0.000381830861202738	1.4	0.169059662135357	0.6
ENSG00000056291	NPFFR2	0.229770804597189	-1.6	0.176733346273414	2
ENSG00000056487	PHF21B	0.249375373992398	-1.7	NA	0.3
ENSG00000056558	TRAF1	0.288060239214174	-0.9	0.945491888740657	-0.1
ENSG00000056586	RC3H2	0.0642713422221541	0.4	0.203202047489794	0.4
ENSG00000056736	IL17RB	0.0594418096945826	-0.9	0.107054524244026	-1.1
ENSG00000056972	TRAF3IP2	0.157375602551622	-0.6	0.590392292243275	0.2
ENSG00000056998	GYG2	0.039032888998341	-1.6	0.55650637677908	0.7
ENSG00000057019	DCBLD2	0.00321547626509374	1	0.988438025731129	0
ENSG00000057149	SERPINB3	NA	0.4	8.44735786184563e-05	4.3
ENSG00000057252	SOAT1	3.23965842691718e-08	1.1	0.000165501591220679	0.9
ENSG00000057294	PKP2	0.810993953249721	-0.2	0.843320906549193	-0.2
ENSG00000057468	MSH4	0.44019056193391	0.8	0.671786120380069	0.5
ENSG00000057593	F7	0.0239258381037167	-2.5	0.537375021016097	0.9
ENSG00000057608	GDI2	0.442560354871869	0.2	0.0599767299484832	0.6
ENSG00000057657	PRDM1	0.627973817751835	-0.4	0.655680032815568	-0.3
ENSG00000057663	ATG5	0.494456932295398	0.2	0.261192222366402	0.3
ENSG00000057704	TMCC3	0.0191343749197314	-1.1	0.96368771706795	0
ENSG00000057757	PITHD1	0.514508537356561	-0.2	0.0122385526473031	1.7
ENSG00000057935	MTA3	0.997412720119293	0	0.751913369993616	-0.2
ENSG00000058056	USP13	0.183005959556423	0.7	0.0378292241399618	-0.7
ENSG00000058063	ATP11B	0.0852472504101832	0.5	0.116678316869986	0.3
ENSG00000058085	LAMC2	0.497378106857095	-0.6	0.346163027955162	-0.5
ENSG00000058091	CDK14	0.99523038465135	0	0.731445442379273	0.2
ENSG00000058262	SEC61A1	0.23927180047385	-0.5	0.0830422902031625	0.8
ENSG00000058272	PPP1R12A	0.711104371906885	0.1	0.324091019407212	0.1
ENSG00000058335	RASGRF1	0.0565385355357119	-1.7	8.63656537389907e-06	-2.3
ENSG00000058404	CAMK2B	0.333616018908306	-1	0.97098006534036	-0.1
ENSG00000058453	CROCC	0.717904765144812	-0.2	0.836162691892355	-0.2
ENSG00000058600	POLR3E	0.0882203664639234	-0.4	0.939753058008947	0.1
ENSG00000058668	ATP2B4	0.190382684830263	0.7	0.873089752192729	-0.1
ENSG00000058673	ZC3H11A	0.228141449604794	0.6	0.654922781054938	0.3
ENSG00000058729	RIOK2	0.931035202764153	0.1	0.744121588527891	0.1
ENSG00000058799	YIPF1	0.612606685228154	-0.3	0.576757627608399	0.4
ENSG00000058804	NDC1	0.884657929056647	0.1	0.515150416150164	0.3
ENSG00000058866	DGKG	0.982002173552259	0	0.0664534994318948	-1.1
ENSG00000059122	FLYWCH1	0.452692932266495	-0.4	0.081182030391975	-0.7
ENSG00000059145	UNKL	0.232152933807117	-0.9	0.851261568103113	-0.1
ENSG00000059377	TBXAS1	0.143438966729968	-1	0.216754935402951	0.7
ENSG00000059378	PARP12	0.484794945846481	-0.5	0.973341605464415	0
ENSG00000059573	ALDH18A1	0.287623682519822	-0.5	0.000309407444437577	1.8
ENSG00000059588	TARBP1	0.149576129345301	-0.9	0.847212927980849	0.1
ENSG00000059691	GATB	0.00127428068195327	-1	0.0846176289452047	1.1
ENSG00000059728	MXD1	0.000440480401837561	-1.3	0.000386683207347477	1.5
ENSG00000059758	CDK17	0.000142454849182049	1.2	0.191955011324726	0.5
ENSG00000059769	DNAJC25	0.26742964116827	0.5	7.59988930837371e-09	1.3
ENSG00000059804	SLC2A3	0.0251895742082321	1.1	0.00614952384391575	1.6
ENSG00000059915	PSD	0.598275029153168	-0.4	0.163464043166022	-1.7
ENSG00000060069	CTDP1	0.448910933543698	-0.5	0.495782422644289	0.5
ENSG00000060138	YBX3	1.78880031611068e-05	1.7	0.503935671304462	0.3
ENSG00000060140	STYK1	0.368558117928891	-0.9	0.591787167913445	0.5
ENSG00000060237	WNK1	0.0147350642989552	0.5	0.799985444339885	0.1
ENSG00000060303	RPS17P5	NA	0.3	NA	0.1
ENSG00000060339	CCAR1	0.95475778523829	0	0.222028025592189	0.4
ENSG00000060491	OGFR	0.278648920008304	-0.7	0.64033917953332	-0.4
ENSG00000060558	GNA15	0.129691951090986	-1.3	0.330829371323707	0.8
ENSG00000060566	CREB3L3	1.26673070310206e-10	-5	NA	-0.3
ENSG00000060642	PIGV	0.0674748921929153	-1.1	0.586914349338561	0.6
ENSG00000060656	PTPRU	0.502275319733499	-0.5	0.044232176973023	-1.4
ENSG00000060688	SNRNP40	0.156726808814252	-0.8	0.0977062394857011	0.6
ENSG00000060709	RIMBP2	0.595527330579168	-0.4	0.621625973891789	-0.8
ENSG00000060718	COL11A1	0.174034371429164	-1	4.61252112891161e-05	3.5
ENSG00000060749	QSER1	0.110454426941456	0.4	0.114789442641921	0.2
ENSG00000060762	MPC1	0.19191112312232	0.7	0.567338384188458	0.3
ENSG00000060971	ACAA1	0.0844660775032335	-1	0.931141375409329	-0.1
ENSG00000060982	BCAT1	3.41834696564261e-05	2.2	5.37398569706997e-06	1.6
ENSG00000061273	HDAC7	0.460999249233196	0.4	0.726219828570302	0.2
ENSG00000061337	LZTS1	0.0747290531281725	-1.8	0.205717843360694	1.1
ENSG00000061455	PRDM6	0.971659064514391	0	0.00390910833729798	-1.7
ENSG00000061492	WNT8A	NA	0	NA	0.3
ENSG00000061656	SPAG4	0.574747616374138	-0.5	0.719450810953101	-0.6
ENSG00000061676	NCKAP1	0.000120080720635909	1	0.00465305254242841	0.6
ENSG00000061794	MRPS35	0.887801462174065	-0.1	0.0101097883414367	1
ENSG00000061918	GUCY1B1	0.0502354032812282	1.2	0.445884263320529	0.5
ENSG00000061936	SFSWAP	0.606939014039564	0.3	0.590190236615122	-0.3
ENSG00000061938	TNK2	0.508453145313537	-0.4	0.94775277147891	-0.1
ENSG00000061987	MON2	0.170867467298589	-0.3	0.803270087457322	-0.1
ENSG00000062038	CDH3	0.858906776545663	-0.2	0.0465049319501726	1.4
ENSG00000062096	ARSF	NA	-0.3	NA	-0.6
ENSG00000062194	GPBP1	0.0900465001420559	0.4	0.114191828144222	0.6
ENSG00000062282	DGAT2	0.00879742502647863	-1.9	0.00134895585186857	2.5
ENSG00000062370	ZNF112	0.509742053073441	-0.4	0.790828284241638	0.2
ENSG00000062485	CS	0.833270580903465	0.1	0.222935326372007	0.5
ENSG00000062524	LTK	0.166692098197428	-1.2	0.379718247129718	-1.1
ENSG00000062582	MRPS24	0.0852472504101832	-1.7	0.651320358058189	0.8
ENSG00000062598	ELMO2	0.410552935859941	0.5	0.962148003309015	0
ENSG00000062650	WAPL	0.0392073673868587	0.4	0.693530821506363	-0.1
ENSG00000062716	VMP1	0.681356881731938	0.2	0.00791447230427993	0.9
ENSG00000062725	APPBP2	0.00557423844357675	1	0.611735785739213	-0.3
ENSG00000062822	POLD1	0.008111128009829	-1.7	0.772745570414687	0.4
ENSG00000063015	SEZ6	0.15184599196988	-1.3	0.376245116782503	-1.3
ENSG00000063046	EIF4B	0.000160359726726173	0.7	0.53079990120605	0.2
ENSG00000063127	SLC6A16	0.58034902658516	0.4	0.624147384716814	-0.5
ENSG00000063169	BICRA	0.000260623942640432	-1.5	0.967049734112038	0
ENSG00000063176	SPHK2	0.0441513223308019	-1.5	0.589334291045963	-0.5
ENSG00000063177	RPL18	0.643404611698645	-0.2	0.00148996057604956	1
ENSG00000063180	CA11	0.285791699158768	-0.7	0.507701410359468	-0.9
ENSG00000063241	ISOC2	0.00013714107128788	-2.3	0.532181285181337	-0.8
ENSG00000063244	U2AF2	0.0634970269338342	-0.9	0.576442214854474	0.5
ENSG00000063245	EPN1	0.107812673939269	-0.9	0.0304568274274412	-1.1
ENSG00000063322	MED29	0.882782335579921	0.1	0.753286652039815	0.1
ENSG00000063438	AHRR	0.106443883095029	-1.3	0.384804833332501	1
ENSG00000063515	GSC2	NA	0	NA	0
ENSG00000063587	ZNF275	0.870861223481946	0.1	0.625228695975462	-0.2
ENSG00000063601	MTMR1	0.620383793878496	-0.3	0.734836749714282	-0.2
ENSG00000063660	GPC1	0.0444288071957639	-1	0.0176157375219437	1.7
ENSG00000063761	ADCK1	0.00350822930500484	-2	0.50363604884667	-0.8
ENSG00000063854	HAGH	0.0867067356650011	-0.9	0.189255701431341	-0.7
ENSG00000063978	RNF4	0.0380043637621147	0.9	0.976873953807943	0
ENSG00000064012	CASP8	0.828955446428253	-0.1	0.981982180870848	0
ENSG00000064042	LIMCH1	0.0387314489524774	0.9	3.77024265895774e-09	-2
ENSG00000064102	INTS13	0.0708301950057579	0.7	0.00518832122500918	0.9
ENSG00000064115	TM7SF3	0.226855395815532	0.6	0.251298877916018	-0.3
ENSG00000064195	DLX3	0.749192512215719	0.5	NA	0.1
ENSG00000064199	SPA17	0.296440569771124	-0.7	0.258779434368924	-0.7
ENSG00000064201	TSPAN32	0.071635741700193	-1.8	7.19659862686843e-05	-2.9
ENSG00000064205	CCN5	0.17165289867654	1.3	0.365171889314633	-0.8
ENSG00000064218	DMRT3	0.816774363165897	-0.4	NA	0.3
ENSG00000064225	ST3GAL6	0.658155600041333	0.3	0.262891793899943	-0.6
ENSG00000064270	ATP2C2	0.279958186953455	-1.1	0.337123209807476	-0.8
ENSG00000064300	NGFR	0.636579772550608	0.4	0.0291879828026314	1.8
ENSG00000064309	CDON	0.384962667536651	-0.6	0.089196469994712	-1.1
ENSG00000064313	TAF2	0.0956022890175998	0.5	0.137144772951921	0.3
ENSG00000064393	HIPK2	0.937279299842175	0	0.66266027921302	0.2
ENSG00000064419	TNPO3	0.849089998463432	-0.1	0.422567890895328	0.3
ENSG00000064489	BORCS8-MEF2B	0.509164606034046	-1	NA	-0.1
ENSG00000064490	RFXANK	0.023757606995546	-1.7	0.356730676346612	1
ENSG00000064545	TMEM161A	0.0110870914571575	-1.8	0.572893780882703	-0.7
ENSG00000064547	LPAR2	0.000399702387704515	-2.5	0.0995092980372025	1.2
ENSG00000064601	CTSA	0.719175754794781	-0.2	0.0379834962502879	1
ENSG00000064607	SUGP2	0.17708512600057	-0.6	0.885145689399571	-0.1
ENSG00000064651	SLC12A2	0.775943997232973	-0.1	0.664044461892077	0.1
ENSG00000064652	SNX24	0.874117098058707	-0.1	0.739988930387369	-0.2
ENSG00000064655	EYA2	0.76085251147495	0.3	0.342440479141064	-0.9
ENSG00000064666	CNN2	0.793561861650836	0.2	0.163688241162014	-0.6
ENSG00000064687	ABCA7	0.626501840387286	-0.5	0.862293151710198	0.2
ENSG00000064692	SNCAIP	0.921575132347441	0.1	0.195269495064528	-0.8
ENSG00000064703	DDX20	0.999763368401895	0	0.172221648854114	0.6
ENSG00000064726	BTBD1	0.0537565206467148	0.7	0.328367476933778	0.4
ENSG00000064763	FAR2	0.731376807191966	-0.2	0.660673301280063	-0.3
ENSG00000064787	BCAS1	0.00187374332074553	-2.4	0.898482615281999	0.2
ENSG00000064835	POU1F1	0.473648286963532	-1	0.944408736001642	0.1
ENSG00000064886	CHI3L2	0.903148936781983	0.2	0.266634704017622	1.3
ENSG00000064932	SBNO2	0.257840321022241	1	0.445789870207977	0.5
ENSG00000064933	PMS1	0.492975005151635	0.3	0.453831205207372	0.2
ENSG00000064961	HMG20B	0.306363469053343	-0.6	0.512986472416016	0.4
ENSG00000064989	CALCRL	0.000259256985978125	2.3	0.606371311180085	0.3
ENSG00000064995	TAF11	0.964193196726059	0	0.866744435850934	-0.1
ENSG00000064999	ANKS1A	0.604790697791128	-0.3	0.000165477682928195	-1.4
ENSG00000065000	AP3D1	0.00495727331386302	-1	0.900323280875139	0.1
ENSG00000065029	ZNF76	2.01015185081254e-05	-1.8	0.226444219745918	-0.9
ENSG00000065054	SLC9A3R2	0.596368013966941	-0.4	0.402419327577981	-0.5
ENSG00000065057	NTHL1	0.119673407030853	-1.3	0.0739303673973169	-1.6
ENSG00000065060	UHRF1BP1	0.442684389807348	0.3	0.483084959667224	-0.4
ENSG00000065135	GNAI3	0.00404383647064027	0.9	0.616973018932121	0.2
ENSG00000065150	IPO5	0.00904455424802486	0.6	0.0667886765534446	0.6
ENSG00000065154	OAT	0.046823410922335	0.7	0.00312651275774688	0.8
ENSG00000065183	WDR3	0.037669627461454	1.2	0.901157595541653	0.1
ENSG00000065243	PKN2	0.0184958904408658	0.5	0.592793321048758	0.1
ENSG00000065268	WDR18	0.0926194472802132	-1.2	0.379314151535799	0.9
ENSG00000065308	TRAM2	0.593872146093585	-0.3	0.00090130638777066	1
ENSG00000065320	NTN1	0.574228982802957	-0.5	0.0194076419362981	-1.7
ENSG00000065325	GLP2R	0.191123681946312	1	0.639682723454403	-0.7
ENSG00000065328	MCM10	0.0908508996326624	-1.3	0.0407147662080555	1.9
ENSG00000065357	DGKA	0.395746065903703	-0.6	0.00217174672276176	0.8
ENSG00000065361	ERBB3	0.0610722061214633	-1.1	0.00149085477804533	-1.3
ENSG00000065371	ROPN1	0.0190132837075386	-2.8	NA	0.7
ENSG00000065413	ANKRD44	0.376367693444075	-0.3	2.37618512980613e-07	-1.1
ENSG00000065427	KARS1	0.295821344194613	0.3	0.000236263786647824	0.9
ENSG00000065457	ADAT1	0.765351311351172	-0.2	0.531015426620906	0.3
ENSG00000065485	PDIA5	0.539242341124395	0.3	0.515245029337156	0.3
ENSG00000065491	TBC1D22B	0.810020251701609	-0.2	0.278050584534681	-0.6
ENSG00000065518	NDUFB4	0.18964859856537	0.6	0.00195577551468366	1
ENSG00000065526	SPEN	0.907082458033088	0	0.0982508443316584	-0.4
ENSG00000065534	MYLK	0.0173325206529116	1.2	0.429623102250052	0.3
ENSG00000065548	ZC3H15	0.00584557797665559	0.7	0.138517133326588	0.4
ENSG00000065559	MAP2K4	0.000423037066847642	0.6	0.331258154206393	0.4
ENSG00000065600	PACC1	0.460536077305201	0.7	0.307214836646207	0.6
ENSG00000065609	SNAP91	0.244699226984116	1	0.926164684267941	-0.2
ENSG00000065613	SLK	0.0232724433411039	0.5	0.279083477212413	0.2
ENSG00000065615	CYB5R4	0.903582831242429	0	0.354593692022848	0.4
ENSG00000065618	COL17A1	0.0109152920155879	-2.1	0.122539032982639	1.1
ENSG00000065621	GSTO2	0.0999376447285398	-1.2	0.149391719367716	-1
ENSG00000065665	SEC61A2	0.908873472061517	0.1	0.468324828196557	-0.5
ENSG00000065675	PRKCQ	0.00114645747134564	-1.8	0.376032331714441	-0.6
ENSG00000065717	TLE2	0.119535517030189	-0.8	0.916497423636697	-0.1
ENSG00000065802	ASB1	0.421315201556642	0.6	0.714834973238972	-0.3
ENSG00000065809	FAM107B	0.930504441053381	0	0.0543419927551572	-0.4
ENSG00000065833	ME1	0.204392300019676	0.7	0.0218632423076921	0.9
ENSG00000065882	TBC1D1	0.671988411533793	0.2	0.000129274263124245	1
ENSG00000065883	CDK13	0.325924271631193	0.4	0.978511776641103	0
ENSG00000065911	MTHFD2	0.123631345474591	0.7	0.000439462511263624	1.4
ENSG00000065923	SLC9A7	0.612969408560481	-0.3	0.243198308232045	-0.5
ENSG00000065970	FOXJ2	0.393240587967906	0.4	0.517858811359914	-0.4
ENSG00000065978	YBX1	0.00918679577242409	0.6	0.000335938925021373	1
ENSG00000065989	PDE4A	0.467495032310103	-0.5	0.30803337247717	-0.5
ENSG00000066027	PPP2R5A	0.786361652112963	-0.1	0.48064675353715	-0.3
ENSG00000066032	CTNNA2	0.6729463831708	-0.4	NA	0.6
ENSG00000066044	ELAVL1	0.349043074240779	0.4	0.537375021016097	0.4
ENSG00000066056	TIE1	0.506023079489268	0.4	0.720910763979503	-0.3
ENSG00000066084	DIP2B	0.60605859033259	0.2	0.698278938112018	0.1
ENSG00000066117	SMARCD1	0.693510097494979	-0.2	0.437132712819199	0.4
ENSG00000066135	KDM4A	0.0762336208282511	-0.8	0.290016560748615	-0.5
ENSG00000066136	NFYC	0.541634294368206	-0.3	0.565367216447189	-0.3
ENSG00000066185	ZMYND12	0.0763399615147276	-1.4	0.459904365016316	-0.8
ENSG00000066230	SLC9A3	0.00413063407399317	-2.3	0.100502645094476	2.1
ENSG00000066248	NGEF	0.67573328811909	-0.4	2.6083981690481e-05	-4.3
ENSG00000066279	ASPM	0.138469589232363	-1.3	2.40061238364064e-06	2.5
ENSG00000066294	CD84	0.55009751010211	-0.3	0.885092448364575	-0.1
ENSG00000066322	ELOVL1	0.02700714404936	-0.7	0.989396711180622	0
ENSG00000066336	SPI1	0.42937862353663	-0.5	0.141004095039224	0.9
ENSG00000066379	POLR1H	0.898233599248428	-0.1	0.843463621937786	-0.2
ENSG00000066382	MPPED2	0.823531037795176	0.2	0.735967849518908	0.4
ENSG00000066405	CLDN18	0.12915227638234	1.1	3.75779129857793e-06	-2.6
ENSG00000066422	ZBTB11	0.180946078610395	0.5	0.063260262622832	0.3
ENSG00000066427	ATXN3	0.192188085755363	0.4	0.0764126772965956	-0.4
ENSG00000066455	GOLGA5	0.73220009047048	0.1	0.181236983580413	0.6
ENSG00000066468	FGFR2	0.211014289403517	0.6	0.114614221092374	-0.8
ENSG00000066557	LRRC40	0.0470147455159832	0.5	0.565723150235696	0.2
ENSG00000066583	ISOC1	0.196448024259539	0.6	0.640641364146595	0.4
ENSG00000066629	EML1	0.288155729966176	0.5	0.0344284543473028	-1.2
ENSG00000066651	TRMT11	0.767074039441401	0.1	0.664044461892077	0.2
ENSG00000066654	THUMPD1	0.0805942730144205	0.7	0.228178798076444	-0.4
ENSG00000066697	MSANTD3	0.0608007648396544	1.2	0.0826296850896386	1.2
ENSG00000066735	KIF26A	0.0118332467270509	-1.7	0.859106996619022	-0.2
ENSG00000066739	ATG2B	0.747246202696295	0.1	0.512529033960285	-0.2
ENSG00000066777	ARFGEF1	0.444736865681619	-0.2	0.858390840114512	0
ENSG00000066813	ACSM2B	NA	-0.8	0.963793916091871	-0.1
ENSG00000066827	ZFAT	0.189040208243207	-1	0.755233946419098	0.2
ENSG00000066855	MTFR1	0.285807267775473	0.5	0.391567827165171	0.5
ENSG00000066923	STAG3	0.978332937031092	0	0.187918957961307	-1
ENSG00000066926	FECH	0.471251132410128	0.5	0.39938823826337	0.6
ENSG00000066933	MYO9A	0.00917508202855758	0.7	0.000198939147893925	-0.7
ENSG00000067048	DDX3Y	0.852956761250789	0.3	0.850742409246465	0.3
ENSG00000067057	PFKP	0.419697988406066	-0.5	0.0280320184313685	1.3
ENSG00000067064	IDI1	0.395847707897541	0.4	0.921025877232948	0.1
ENSG00000067066	SP100	0.950819501844103	0	0.677530184073032	-0.1
ENSG00000067082	KLF6	0.832334192852692	0.1	0.00273854672194436	-1
ENSG00000067113	PLPP1	0.330797391246533	0.5	0.278708471413462	0.6
ENSG00000067141	NEO1	0.0742546339824526	-0.7	0.287647441434281	-0.5
ENSG00000067167	TRAM1	0.000966881398073667	0.8	0.000372487169803695	0.8
ENSG00000067177	PHKA1	0.349920816351087	-0.5	0.416381855053765	0.6
ENSG00000067182	TNFRSF1A	0.589877557133203	0.3	0.83950691204148	0.1
ENSG00000067191	CACNB1	0.994463664994045	0	0.694108940004763	0.3
ENSG00000067208	EVI5	0.175077938899203	0.4	0.635279638423045	-0.1
ENSG00000067221	STOML1	0.00462610888991812	-1.5	0.541707801331858	-0.5
ENSG00000067225	PKM	0.489879862434127	0.2	2.37454721858645e-06	1.3
ENSG00000067248	DHX29	0.0548282803842481	0.7	6.15559161420421e-07	0.8
ENSG00000067334	DNTTIP2	0.00889366198287926	1.1	0.00497781922632365	0.7
ENSG00000067365	METTL22	0.195325757813757	-0.7	0.529000444353038	-0.3
ENSG00000067369	TP53BP1	0.881095344697619	0	0.686433269832661	0.1
ENSG00000067445	TRO	0.412409027315682	-0.7	0.42721012360546	-0.6
ENSG00000067533	RRP15	0.000964764653069052	1.2	0.466903704016279	0.4
ENSG00000067560	RHOA	9.82289807940025e-06	0.9	0.284378663150747	0.3
ENSG00000067596	DHX8	0.458102566600698	-0.3	0.942105423948885	0
ENSG00000067601	PMS2P4	0.0132958743367808	-1.7	0.0810084662270045	-1.5
ENSG00000067606	PRKCZ	9.39155166210547e-06	-2.9	0.601921839982566	-0.5
ENSG00000067646	ZFY	0.799996113075534	0.4	0.96729553195179	-0.1
ENSG00000067704	IARS2	0.0942901715206686	-0.4	0.0831804037940368	0.6
ENSG00000067715	SYT1	0.0111487992886684	1.6	0.00228720050179758	-2.1
ENSG00000067798	NAV3	0.681000956406631	0.3	0.966278615756118	0
ENSG00000067829	IDH3G	0.0518515156110108	-1	0.672586622255745	0.3
ENSG00000067836	ROGDI	0.837498891049825	-0.2	0.606758220406366	-0.5
ENSG00000067840	PDZD4	0.370760528381954	-0.8	0.614080637970877	-0.7
ENSG00000067842	ATP2B3	0.506491484105642	0.8	NA	-0.7
ENSG00000067900	ROCK1	0.082813567408683	0.4	0.419243500589219	0.2
ENSG00000067955	CBFB	0.000170505475635499	1	0.000296722343180204	0.8
ENSG00000067992	PDK3	0.0035311709750861	1.2	0.832149271769718	0.1
ENSG00000068001	HYAL2	0.797889784709281	0.2	0.410390053616282	-0.5
ENSG00000068024	HDAC4	0.775555447708342	-0.2	0.00127810760979421	-1.2
ENSG00000068028	RASSF1	0.209576961939211	-0.9	0.664668418341607	-0.4
ENSG00000068078	FGFR3	0.1041767077979	-1.3	0.711289164456372	-0.4
ENSG00000068079	IFI35	0.970860056757743	0	0.857407433542973	-0.2
ENSG00000068097	HEATR6	0.897662110374083	0.1	0.969927369283156	0
ENSG00000068120	COASY	0.00324695754004676	-1.2	0.0249339337597395	1.1
ENSG00000068137	PLEKHH3	1.18582529433332e-07	-2.6	0.553816611666872	-0.5
ENSG00000068305	MEF2A	0.00406017940603575	0.8	0.888580934809098	0.1
ENSG00000068308	OTUD5	0.427433457149782	-0.4	0.710101219048666	-0.2
ENSG00000068323	TFE3	0.640114219839964	0.2	0.84783541861823	0.1
ENSG00000068354	TBC1D25	0.0511450989588235	-1.1	0.0464949082925143	-1.2
ENSG00000068366	ACSL4	2.38175207936849e-05	1.6	0.00874513959226256	0.9
ENSG00000068383	INPP5A	0.354060561753847	0.4	0.586159736083857	-0.3
ENSG00000068394	GPKOW	0.16857372519417	-1	0.677870139817978	-0.3
ENSG00000068400	GRIPAP1	0.883876771908828	0.1	0.224520334347323	0.5
ENSG00000068438	FTSJ1	0.590193602534392	-0.3	0.234242862433573	0.5
ENSG00000068489	PRR11	0.948164807364748	0.1	0.0658093779903886	1.3
ENSG00000068615	REEP1	0.313594731879513	0.7	0.0971933025902002	-1.4
ENSG00000068650	ATP11A	0.996516723552864	0	2.89871198151891e-07	-1.1
ENSG00000068654	POLR1A	0.747415974011895	0.2	0.831773624071683	0.1
ENSG00000068697	LAPTM4A	2.85938448463758e-06	1	0.475468609003581	0.2
ENSG00000068724	TTC7A	2.08299882888206e-06	-1.5	0.000236768884062508	-1.3
ENSG00000068745	IP6K2	0.346909225251183	-0.5	0.672062249165811	-0.3
ENSG00000068781	STON1-GTF2A1L	0.371400484351533	-1	0.032853092187505	-2.3
ENSG00000068784	SRBD1	0.853848488054557	-0.1	0.174985159494629	0.6
